RA,Station_ID,WMO_CMAN_ID,Station_Long_Name,Station_Description,Latitude,Longitude,Platform_Type,Station_Deployment,Currently_Operational,Platform_Funder,RA_Funded,Platform_Operator,Operator_Sector,Platform_Maintainer,Data_Manager,Variable_Names,Additional_notes,file,Dataset (ERDDAP) ID
PacIOOS,CDIP 106,51201,"Waimea Bay, Oahu, Hawaii",Datawell Waverider,21.6705,-158.1172,wave_buoy,2001-12-15 00:00:00,Y,PacIOOS,Yf,PacIOOS,Academic,PacIOOS,CDIP,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period_from_variance_spectral_density_second_frequency_moment, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature ",,PACIOOS.xlsx,
PacIOOS,CDIP 121,52200,"Ipan, Guam",Datawell Waverider,13.3542,144.7883,wave_buoy,2003-07-15 00:00:00,Y,PacIOOS,Yf,PacIOOS,Academic,PacIOOS,CDIP,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period_from_variance_spectral_density_second_frequency_moment, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature ",,PACIOOS.xlsx,
PacIOOS,CDIP 163,52201,"Kalo, Majuro, Marshall Islands",Datawell Waverider,7.0835,171.3918,wave_buoy,2016-05-04 00:00:00,Y,PacIOOS,Yf,PacIOOS,Academic,PacIOOS,CDIP,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period_from_variance_spectral_density_second_frequency_moment, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature ",,PACIOOS.xlsx,
PacIOOS,CDIP 187,51205,"Pauwela, Maui, Hawaii",Datawell Waverider,21.0182,-156.4252,wave_buoy,2011-12-03 00:00:00,Y,PacIOOS,Yf,PacIOOS,Academic,PacIOOS,CDIP,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period_from_variance_spectral_density_second_frequency_moment, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature ",,PACIOOS.xlsx,
PacIOOS,CDIP 188,51206,"Hilo, Hawaii",Datawell Waverider,19.78,-154.97,wave_buoy,2012-03-04 00:00:00,O,PacIOOS,Yf,PacIOOS,Academic,PacIOOS,CDIP,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period_from_variance_spectral_density_second_frequency_moment, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature ",Due to be redeployed in May 2024; ,PACIOOS.xlsx,
PacIOOS,CDIP 189,51209,"Aunuu, American Samoa",Datawell Waverider,-14.2645, -170.4934,wave_buoy,2014-10-23 00:00:00,O,PacIOOS,Yf,PacIOOS,Academic,PacIOOS,CDIP,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period_from_variance_spectral_density_second_frequency_moment, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature ",Due to be redeployed in May 2024; ,PACIOOS.xlsx,
PacIOOS,CDIP 196,52202,"Ritidian Point, Guam",Datawell Waverider,13.6837,144.8121,wave_buoy,2012-10-20 00:00:00,O,PacIOOS,Yf,PacIOOS,Academic,PacIOOS,CDIP,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period_from_variance_spectral_density_second_frequency_moment, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature ",Replacement buoy on-site.  Waiting on weather window to redeploy.,PACIOOS.xlsx,
PacIOOS,CDIP 197,52211,"Tanapag, Saipan, CNMI",Datawell Waverider,15.2685, 145.6623 ,wave_buoy,2012-10-24 00:00:00,O,PacIOOS,Yf,PacIOOS,Academic,PacIOOS,CDIP,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period_from_variance_spectral_density_second_frequency_moment, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature ",Buoy communications failure. Replacement buoy on its way; redeployment in May / June 2024,PACIOOS.xlsx,
PacIOOS,CDIP 198,51207,"Kaneohe Bay, Oahu, Hawaii",Datawell Waverider,21.4775,-157.7526,wave_buoy,2012-10-16 00:00:00,Y,PacIOOS,Yp,PacIOOS,Academic,PacIOOS,CDIP,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period_from_variance_spectral_density_second_frequency_moment, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature ",,PACIOOS.xlsx,
PacIOOS,CDIP 202,51208,"Hanalei, Kauai,  Hawaii",Datawell Waverider,22.2847,-159.5742,wave_buoy,2013-10-02 00:00:00,Y,PacIOOS,Yf,PacIOOS,Academic,PacIOOS,CDIP,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period_from_variance_spectral_density_second_frequency_moment, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature ",,PACIOOS.xlsx,
PacIOOS,CDIP 225,51210,"Kaneohe WETS, Oahu, Hawaii",Datawell Waverider,21.4774,-157.7558,wave_buoy,2017-10-26 00:00:00,Y,PacIOOS,Yp,PacIOOS,Academic,PacIOOS,CDIP,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period_from_variance_spectral_density_second_frequency_moment, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature ",,PACIOOS.xlsx,
PacIOOS,CDIP 233,51211,"Pearl Harbor Entrance, Hawaii",Datawell Waverider DM4,21.2974,-157.9589,wave_buoy,2017-06-06 00:00:00,Y,PacIOOS,Yf,PacIOOS,Academic,PacIOOS,CDIP,"sea_surface_wave_from_direction, sea_surface_wave_mean_period_from_variance_spectral_density_second_frequency_moment, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_surface_wave_significant_height, sea_water_speed, sea_water_temperature, sea_water_to_direction",,PACIOOS.xlsx,
PacIOOS,CDIP 238,51212,"Kalaeloa, Barbers Point, HI",Datawell Waverider,21.3233,-158.1497,wave_buoy,2018-05-31 00:00:00,Y,PacIOOS,Yf,PacIOOS,Academic,PacIOOS,CDIP,"sea_surface_wave_from_direction, sea_surface_wave_mean_period_from_variance_spectral_density_second_frequency_moment, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_surface_wave_significant_height, sea_water_speed, sea_water_temperature, sea_water_to_direction",,PACIOOS.xlsx,
PacIOOS,CDIP 239,51213,"Lanai SW, HI",Datawell Waverider,20.7502,-157.0034,wave_buoy,2018-06-20 00:00:00,Y,PacIOOS,Yf,PacIOOS,Academic,PacIOOS,CDIP,"sea_surface_wave_from_direction, sea_surface_wave_mean_period_from_variance_spectral_density_second_frequency_moment, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_surface_wave_significant_height, sea_water_speed, sea_water_temperature, sea_water_to_direction",,PACIOOS.xlsx,
PacIOOS,CDIP 219,52212,"Ngaraard, Babeldaob, Palau",Datawell Waverider,7.6296,134.6704,wave_buoy,2022-04-29 00:00:00,Y,UNDP / PacIOOS,Yp,PacIOOS,Academic,PacIOOS,CDIP,"sea_surface_wave_from_direction, sea_surface_wave_mean_period_from_variance_spectral_density_second_frequency_moment, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_surface_wave_significant_height, sea_water_speed, sea_water_temperature, sea_water_to_direction",,PACIOOS.xlsx,
PacIOOS,NS02,HYCH1,Hawaii Yacht Club NSS,"SBE-16V2+, Wetlabs ECOFLNTUS",21.28641,-157.8428,fixed,2008-07-28 00:00:00,Y,PacIOOS,Yf,PacIOOS,Academic,PacIOOS,PacIOOS,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_salinity, sea_water_pressure,  mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity ",,PACIOOS.xlsx,
PacIOOS,NS03,HLTH1,Hilton Hawiian Village NSS,SBE-16V2+,21.28042,-157.8381,fixed,2009-01-15 00:00:00,Y,PacIOOS,Yf,PacIOOS,Academic,PacIOOS,PacIOOS,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_salinity, sea_water_pressure,  mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity ",,PACIOOS.xlsx,
PacIOOS,NS04,WQMH1,Waikiki Aquarium NSS,SBE-16V2+,21.26588,-157.8228,fixed,2009-09-25 00:00:00,Y,PacIOOS,Yf,PacIOOS,Academic,PacIOOS,PacIOOS,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_salinity, sea_water_pressure,  mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity ",,PACIOOS.xlsx,
PacIOOS,NS05,,Pago Pago NSS,"SBE-16V2+, Wetlabs ECOFLNTUS",-14.2766,-170.6908,fixed,2010-06-08 00:00:00,Y,PacIOOS,Yf,PacIOOS,Academic,PacIOOS,PacIOOS,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_salinity, sea_water_pressure,  mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity ","In water logging, doesn't report in real-time.",PACIOOS.xlsx,
PacIOOS,NS06,,Pohnpei NSS,"SBE-16V2+, Wetlabs ECOFLNTUS",6.873681,158.2245,fixed,2010-05-07 00:00:00,O,PacIOOS,Yf,PacIOOS,Academic,PacIOOS,PacIOOS,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_salinity, sea_water_pressure,  mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity ",Awaiting redeploment,PACIOOS.xlsx,
PacIOOS,NS07,,Majuro NSS,"SBE-16V2+, Wetlabs ECOFLNTUS",7.106,171.3728,fixed,2010-05-02 00:00:00,Y,PacIOOS,Yf,PacIOOS,Academic,PacIOOS,PacIOOS,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_salinity, sea_water_pressure,  mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity ","In water logging, doesn't report in real-time.",PACIOOS.xlsx,
PacIOOS,NS10,MNBH1,Maunalua Bay NSS,"SBE-16V2+, Wetlabs ECOFLNTUS",21.28009,-157.711,fixed,2011-05-30 00:00:00,Y,PacIOOS,Yf,PacIOOS,Academic,PacIOOS,PacIOOS,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_salinity, sea_water_pressure,  mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity ",,PACIOOS.xlsx,
PacIOOS,NS12,,"Kalama Beach Park, Maui NSS",YSI-6600V2,20.73121,-156.455,fixed,2014-08-01 00:00:00,Y,PacIOOS,Yf,PacIOOS,Academic,PacIOOS,PacIOOS,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_salinity, sea_water_pressure,  mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity ","In water logging, doesn't report in real-time.",PACIOOS.xlsx,
PacIOOS,NS17,,"Pago Bay, Guam NSS","SBE-16V2+, Wetlabs ECOFLNTUS",13.42059,144.78604,fixed,2019-02-02 00:00:00,Y,PacIOOS,Yf,PacIOOS,Academic,PacIOOS,PacIOOS,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_salinity, sea_water_pressure,  mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity ",Out of water; awaiting mooring repair,PACIOOS.xlsx,
PacIOOS,FG01 ,,Pohnpei CSP PP,"SBE-16V2+, Wetlabs ECOFLNTUS",6.985556,158.221111,fixed,2018-12-09 00:00:00,O,PacIOOS,Yf,PacIOOS,Nonprofit,PacIOOS,PacIOOS,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_salinity, sea_water_pressure,  mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity ",Out of water; awaiting redeployment,PACIOOS.xlsx,
PacIOOS,PP07,,"Ebiil, Palau PP","SBE-16V2+, Wetlabs ECOFLNTUS",7.522778,135.501389,fixed,2019-12-15 00:00:00,N,PacIOOS,Yf,PacIOOS,Nonprofit,PacIOOS,PacIOOS,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_salinity, sea_water_pressure,  mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity ",Project complete,PACIOOS.xlsx,
PacIOOS,CWB-A,,Ke'ehi Lagoon NSS,"SBE-16V2+, Wetlabs ECOFLNTUS",21.330094,-157.894258,fixed,2021-09-07 00:00:00,N,HI DOH CWB,Yp,PacIOOS,Academic,PacIOOS,PacIOOS,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_salinity, sea_water_pressure,  mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity ",Project complete,PACIOOS.xlsx,
PacIOOS,CWB-B,,Ke'ehi Lagoon NSS,"SBE-16V2+, Wetlabs ECOFLNTUS",21.329019,-157.893419,fixed,2021-09-07 00:00:00,N,HI DOH CWB,Yp,PacIOOS,Academic,PacIOOS,PacIOOS,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_salinity, sea_water_pressure,  mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity ",Project complete,PACIOOS.xlsx,
PacIOOS,CWB-C,,Ke'ehi Lagoon NSS,"SBE-16V2+, Wetlabs ECOFLNTUS",21.326989,-157.898711,fixed,2021-09-07 00:00:00,N,HI DOH CWB,Yp,PacIOOS,Academic,PacIOOS,PacIOOS,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_salinity, sea_water_pressure,  mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity ",Project complete,PACIOOS.xlsx,
PacIOOS,WQB-04,51045,"Hilo Bay, Hawaii",YSI-EMM-68,19.7342,-155.0817,moored_buoy,2010-10-23 00:00:00,O,PacIOOS,Yf,PacIOOS,Academic,PacIOOS,PacIOOS,"sea_water_temperature, sea_water_salinity, mole_concentration_of_dissolved_molecular_oxygen_in_sea_water, sea_water_turbidity, mass_concentration_of_chlorophyll_a_in_sea_water",,PACIOOS.xlsx,
PacIOOS,WQB-05,51046,"Pelekane Bay, Hawaii",YSI-EMM-68; YSI SONDE 6600 V2-4,20.0241,-155.8285,moored_buoy,2018-03-09 00:00:00,Y,PacIOOS ,Yf,PacIOOS,Academic,PacIOOS,PacIOOS,"sea_water_temperature, sea_water_salinity, mole_concentration_of_dissolved_molecular_oxygen_in_sea_water, sea_water_turbidity, mass_concentration_of_chlorophyll_a_in_sea_water",,PACIOOS.xlsx,
PacIOOS,WQB-KN,51043,Kilo Nalu Buoy,"SBE-37-SMP, YSI-6600, LICOR-820-NDIR",21.2887,-157.865,moored_buoy,39667,N,OAP,N,University of Hawaii,Academic,University of Hawaii,University of Hawaii,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_salinity, mass_concentration_of_oxygen_in_sea_water, mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity, surface_air_pressure, sea_water_ph_reported_on_total_scale, mole_fraction_of_carbon_dioxide_in_sea_water, mole_fraction_of_carbon_dioxide_in_air","Chris Sabine oversees buoy; PMEL manages pCO2 data, etc.",PACIOOS.xlsx,
PacIOOS,WQB-AW,51042,Ala Wai Buoy,"SBE-37-SMP, YSI-6600, LICOR-820-NDIR",21.2799,-157.848,moored_buoy,39667,N,OAP,N,University of Hawaii,Academic,University of Hawaii,University of Hawaii,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_salinity, mass_concentration_of_oxygen_in_sea_water, mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity, surface_air_pressure, sea_water_ph_reported_on_total_scale, mole_fraction_of_carbon_dioxide_in_sea_water, mole_fraction_of_carbon_dioxide_in_air","Chris Sabine oversees buoy; PMEL manages pCO2 data, etc.",PACIOOS.xlsx,
PacIOOS,WQB-AmSamoa,,"Fagatele Bay, Tutuila, Am Samoa","SBE-19plus-CTD, LICOR-820-NDIR, SAMI pH, SBE DO, SBE Fluorometry-NTU",-14.3645,-170.7629,moored_buoy,2019-05-20 00:00:00,Y,OAP,Yp,PacIOOS,Academic,PacIOOS,PacIOOS,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_salinity, mass_concentration_of_oxygen_in_sea_water, mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity, surface_air_pressure, sea_water_ph_reported_on_total_scale, mole_fraction_of_carbon_dioxide_in_sea_water, mole_fraction_of_carbon_dioxide_in_air"," PMEL manages pCO2 data, etc.",PACIOOS.xlsx,
PacIOOS,mapco2_kauai,,"Poʻipū, Kauaʻi","SBE-37-SMP, YSI-6600, LICOR-820-NDIR",21.87,-159.47,moored_buoy,2023-07-30 00:00:00,Y,OAP,N,University of Hawaii,Academic,University of Hawaii,University of Hawaii,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_salinity, mass_concentration_of_oxygen_in_sea_water, mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity, surface_air_pressure, sea_water_ph_reported_on_total_scale, mole_fraction_of_carbon_dioxide_in_sea_water, mole_fraction_of_carbon_dioxide_in_air","Chris Sabine oversees buoy; PMEL manages pCO2 data, etc.",PACIOOS.xlsx,
SECOORA,CAP2,41029,Capers Nearshore,"MSI G2000 Buoy, all chain mooring",32.8016,-79.6188,moored_buoy,2005-02-11 00:00:00,Y,SECOORA,Yf,UNCW,Academic,UNCW,UNCW,"air_pressure, air_temperature, relative_humidity, wind_speed, wind_gust, wind_from_direction, sea_water_practical_salinity (1 m), sea_water_temperature (1 m)",,SECOORA.xlsx,
SECOORA,CAP2Wave,41065,Capers Nearshore Wave,"Sofar Spotter Wave Buoy, poly line mooring, 175# anchor",32.8006,-79.6187,moored_buoy,2021-07-05 00:00:00,Y,SECOORA,Yf,UNCW,Academic,UNCW,UNCW,"sea_surface_wave_significant_height, wave_period_peak, wave period_mean, wave_direction_peak, wave_direction_mean, sea_surface_temperature",,SECOORA.xlsx,
SECOORA,CHR60,41066,Charleston 60 ,"MSI G2000 Buoy, all chain mooring",32.536,-79.656,moored_buoy,2022-03-17 00:00:00,Y,SECOORA,Yf,UNCW,Academic,UNCW,UNCW,"air_pressure, air_temperature, relative_humidity, wind_speed, wind_gust, wind_from_direction, sea_water_practical_salinity (1 m), sea_water_temperature (1 m)",VEMCO VR2W Acoustic Receiver deployed on mooring for ATN (FACT),SECOORA.xlsx,
SECOORA,CHR60WAVE,41076,Charleston 60 Wave,"Sofar Spotter Wave Buoy, poly line mooring, 175# anchor",32.536467,-79.658533,moored_buoy,2022-03-17 00:00:00,Y,SECOORA,Yf,UNCW,Academic,UNCW,UNCW,"sea_surface_wave_significant_height, wave_period_peak, wave period_mean, wave_direction_peak, wave_direction_mean, sea_surface_temperature",,SECOORA.xlsx,
SECOORA,FRP2,41033,Fripp Nearshore,"MSI G2000 Buoy, all chain mooring",32.2789,-80.4102,moored_buoy,2005-02-09 00:00:00,Y,SECOORA,Yf,UNCW,Academic,UNCW,UNCW,"air_pressure, air_temperature, relative_humidity, wind_speed, wind_gust, wind_from_direction, sea_water_practical_salinity (1 m), sea_water_temperature (1 m)",,SECOORA.xlsx,
SECOORA,ILM2,41038,Wrightsville Beach Nearshore,"MSI G2000 Buoy, all chain mooring",34.1416,-77.7197,moored_buoy,2005-06-07 00:00:00,Y,SECOORA,Yf,UNCW,Academic,UNCW,UNCW,"air_pressure, air_temperature, relative_humidity, wind_speed, wind_gust, wind_from_direction, sea_water_practical_salinity (1 m), sea_water_temperature (1 m)",VEMCO VR2W Acoustic Receiver deployed on mooring for ATN (FACT),SECOORA.xlsx,
SECOORA,ILM3,41037,Wrightsville Beach Offshore,"MSI G2000 Buoy, all chain mooring",33.9877,-77.3617,moored_buoy,2005-06-06 00:00:00,Y,SECOORA,Yf,UNCW,Academic,UNCW,UNCW,"air_pressure, air_temperature, relative_humidity, wind_speed, wind_gust, wind_from_direction, sea_water_practical_salinity (1 m), sea_water_temperature (1 m)",VEMCO VR2W Acoustic Receiver deployed on mooring for ATN (FACT),SECOORA.xlsx,
SECOORA,LEJ3,41064,Onslow Bay Outer ,"MSI G2000 Buoy, all chain mooring",34.208,-76.9461,moored_buoy,2015-11-16 00:00:00,Y,SECOORA,Yf,UNCW,Academic,UNCW,UNCW,"air_pressure, air_temperature, relative_humidity, wind_speed, wind_gust, wind_from_direction, sea_water_practical_salinity (1 m), sea_water_temperature (1 m)",This mooring in conjunction with the LEJ3Wave buoy was deployed after station 41036 was removed from service.  VEMCO VR2W Acoustic Receiver deployed on mooring for ATN (FACT),SECOORA.xlsx,
SECOORA,LEJ3Wave,41159,Onslow Bay Outer (217),CDIP mooring,34.2083,-76.9458,wave_buoy,2015-08-01 00:00:00,Y,"SECOORA, USACE",Yp,UNCW/USACE/CDIP,Academic,UNCW,CDIP,"sea_surface_wave_significant_height, sea_surface_wave_period_at_variance_spectral_density_maximum,  sea_surface_wave_mean_period_from_variance_spectral_density_first_frequency_moment,  sea_surface_wave_from_direction, sea_surface_wave_zero_upcrossing_period, sea_surface_wave_variance_spectral_density, sea_surface_temperature",This mooring in conjuction with LEJ3 was deployed after station 41036 was removed from service. ,SECOORA.xlsx,
SECOORA,ILM2Wave,41110,Masonboro Inlet (150),CDIP mooring,34.1419,-77.7150,wave_buoy,2008-08-01 00:00:00,Y,SECOORA,Yp,UNCW,Academic,UNCW,CDIP,"sea_surface_wave_significant_height, sea_surface_wave_period_at_variance_spectral_density_maximum,  sea_surface_wave_mean_period_from_variance_spectral_density_first_frequency_moment,  sea_surface_wave_from_direction, sea_surface_wave_zero_upcrossing_period, sea_surface_wave_variance_spectral_density, sea_surface_temperature",,SECOORA.xlsx,
SECOORA,SUN2,41024,Sunset Nearshore,"MSI G2000 Buoy, all chain mooring",33.8419,-78.4837,moored_buoy,2005-06-06 00:00:00,Y,SECOORA,Yf,UNCW,Academic,UNCW,UNCW,"air_pressure, air_temperature, relative_humidity, wind_speed, wind_gust, wind_from_direction, sea_water_practical_salinity (1 m), sea_water_temperature (1 m)",,SECOORA.xlsx,
SECOORA,SUN2 Wave,SSBN7,Sunset Nearshore Wave ,"Sofar Spotter Wave Buoy, poly line mooring, 175# anchor",33.8407,-78.4834,wave_buoy,2012-03-22 00:00:00,Y,SECOORA,Yf,UNCW,Academic,UNCW,UNCW,"sea_surface_wave_significant_height, wave_period_peak, wave period_mean, wave_direction_peak, wave_direction_mean, sea_surface_temperature",The currently deployed platform at SUN2WAVE is a Sofar Ocean Technologies Spotter wave buoy. This replaced the Nexsens buoy that had been breifly dpeloyed in 2019. The Sofar Spotter buoy was deployed 2/03/21. UNCW had updated the old SUN2Wave from an ADCP w/ NEMO to report waves and currents with the Nexsens Wave Buoy on 11/7/2019.  The NEMO was no longer being supported by Teledyne so a new solution for acquisition of wave data was implemented. This station was given a CMAN station number by NDBC in error. NDBC does not want to correct this error as there is a historical record with this station. ,SECOORA.xlsx,
