RA,Station_ID,WMO_CMAN_ID,Station_Long_Name,Station_Description,Latitude,Longitude,Platform_Type,Station_Deployment,Currently_Operational,Platform_Funder,RA_Funded,Platform_Operator,Operator_Sector,Platform_Maintainer,Data_Manager,Variable_Names,Additional_notes,file,Time Period,"CARICOOS Contact
(Name and Email)",Dataset (ERDDAP) ID
NANOOS,Hakai KC Buoy,,"Seaology CO2 Buoy in Kwakshua Channel, BC",,51.6501,-127.9664,moored buoy,2018-10-01 00:00:00,Y,,N,Hakai Institute,academic,Hakai Institute,Hakai Institute,"air_temperature, surface_air_pressure, surface_partial_pressure_of_carbon_dioxide_in_air, wind_from_direction, wind_speed, surface_partial_pressure_of_carbon_dioxide_in_sea_water (0.5m), sea_water_practical_salinity (0.5m), sea_water_temperature (0.5m)",,NANOOS.xlsx,,,
NANOOS,Hakai Quadra Island,,Quadra Island Field Station at Hyacinthe Bay,,50.116,-125.222,fixed shore platform,2016-04-01 00:00:00,Y,,N,Hakai Institute,academic,Hakai Institute,Hakai Institute,"total_alkalinity (1m), surface_partial_pressure_of_carbon_dioxide_in_sea_water (1m), dissolved_inorganic_carbon (1m), Omega_aragonite (1m), sea_water_ph_reported_on_total_scale (1m), sea_water_practical_salinity (1m), sea_water_temperature (1m)",,NANOOS.xlsx,,,
NANOOS,Hakai Bamfield,,Bamfield Marine Sciences Centre,,48.8366,-125.1363,fixed shore platform,2017-06-01 00:00:00,Y,,N,Hakai Institute,academic,Hakai Institute,Hakai Institute,"total_alkalinity (1m), surface_partial_pressure_of_carbon_dioxide_in_sea_water (1m), dissolved_inorganic_carbon (1m), Omega_aragonite (1m), sea_water_ph_reported_on_total_scale (1m), sea_water_practical_salinity (1m), sea_water_temperature (1m)",,NANOOS.xlsx,,,
NANOOS,HMSC Newport,,"Hatfield Marine Sci. Ctr. monitoring site, Newport",,44.6244,-124.0431,fixed shore platform,2012-08-01 00:00:00,O,,N,Hatfield Marine Science Center (HMSC)-OSU,"academic, nonprofit",HMSC-OSU,OSU,"mass_concentration_of_chlorophyll_in_sea_water (variable), mass_concentration_of_oxygen_in_sea_water (variable), fractional_saturation_of_oxygen_in_sea_water (variable), sea_water_ph_reported_on_total_scale (variable), sea_water_practical_salinity (variable), sea_water_turbidity (variable), depth (variable), sea_water_temperature (variable)",,NANOOS.xlsx,,,
NANOOS,KC Dockton Park Pier,,"Dockton Park Pier Mooring - Inner Quartermaster Harbor, Vashon Island",,47.3728,-122.4534,fixed shore platform,2014-10-01 00:00:00,Y,,N,King County,gov_county,King County,King County,"air_temperature, surface_air_pressure, surface_downwelling_photosynthetic_radiative_flux_in_air, precipitation_accumulated, relative_humidity, wind_from_direction, wind_speed, mass_concentration_of_chlorophyll_in_sea_water (variable), mass_concentration_of_oxygen_in_sea_water (variable), fractional_saturation_of_oxygen_in_sea_water (variable), sea_water_ph_reported_on_total_scale (variable), sea_water_practical_salinity (variable), sea_water_turbidity (variable), depth (variable), sea_water_temperature (variable)",,NANOOS.xlsx,,,
NANOOS,KC Point Williams,,"Point Williams Buoy, South Seattle",,47.5372,-122.4061,moored buoy,2013-09-01 00:00:00,Y,,N,King County,gov_county,King County,King County,"mass_concentration_of_chlorophyll_in_sea_water (1m), mole_concentration_of_nitrate_in_sea_water (1m), mass_concentration_of_oxygen_in_sea_water (1m), fractional_saturation_of_oxygen_in_sea_water (1m),  sea_water_ph_reported_on_total_scale (1m), sea_water_practical_salinity (1m), sea_water_turbidity (1m), sea_water_temperature (1m)",,NANOOS.xlsx,,,
NANOOS,KC Yacht Club Mooring,,"Yacht Club Mooring - Inner Quartermaster Harbor, Vashon Island",,47.3942,-122.4635,fixed shore platform,2011-03-01 00:00:00,Y,,N,King County,gov_county,King County,King County,"mass_concentration_of_chlorophyll_in_sea_water (variable), mass_concentration_of_oxygen_in_sea_water (variable), fractional_saturation_of_oxygen_in_sea_water (variable), sea_water_ph_reported_on_total_scale (variable), sea_water_practical_salinity (variable), depth (variable), sea_water_temperature (variable)",,NANOOS.xlsx,,,
NANOOS,Penn Cove Shellfish,,"Penn Cove Shellfish, Coupeville - Whidbey Island",,48.2191,-122.7048,moored shellfish raft,2014-05-01 00:00:00,O,,N,Penn Cove Shellfish,industry,Penn Cove Shellfish,Penn Cove Shellfish,"mass_concentration_of_chlorophyll_in_sea_water (1m, 7m), mass_concentration_of_oxygen_in_sea_water (1m, 5m, 7m), fractional_saturation_of_oxygen_in_sea_water (1m, 5m, 7m), sea_water_ph_reported_on_total_scale (1m, 5m, 7m), sea_water_practical_salinity (1m, 5m, 7m), sea_water_temperature (1m, 5m, 7m)",,NANOOS.xlsx,,,
NANOOS,PSI-PCSGA Bay Center,,"PCSGA - Bay Center Port mooring, Willapa Bay",,46.629,-123.9516,fixed shore platform,2011-03-01 00:00:00,Y,,N,Pacific Shellfish Institute (PSI),nonprofit,PSI,PSI,"total_alkalinity (0.3m), surface_partial_pressure_of_carbon_dioxide_in_sea_water (0.3m), dissolved_inorganic_carbon (0.3m), Omega_aragonite (0.3m), mass_concentration_of_oxygen_in_sea_water (0.3m), fractional_saturation_of_oxygen_in_sea_water (0.3m), sea_water_ph_reported_on_total_scale (0.3m), sea_water_practical_salinity (0.3m), sea_water_temperature (0.3m)",,NANOOS.xlsx,,,
NANOOS,PSI-PCSGA Lummi,,"PCSGA - Lummi hatchery mooring, Lummi Bay",,48.7799,-122.6463,fixed shore platform,2012-03-01 00:00:00,O,,N,PSI,nonprofit,PSI,PSI,"mass_concentration_of_chlorophyll_in_sea_water (0.3m), mass_concentration_of_oxygen_in_sea_water (0.3m), fractional_saturation_of_oxygen_in_sea_water (0.3m), sea_water_ph_reported_on_total_scale (0.3m), H1_RedoxPot (0.3m), sea_water_practical_salinity (0.3m), sea_water_temperature (0.3m)",,NANOOS.xlsx,,,
NANOOS,PSI-PCSGA Nahcotta,,"PCSGA - Nahcotta Port hatchery mooring, Willapa Bay",,46.5007,-124.0304,fixed shore platform,2011-05-01 00:00:00,Y,,N,PSI,nonprofit,PSI,PSI,"mass_concentration_of_oxygen_in_sea_water (0.3m), fractional_saturation_of_oxygen_in_sea_water (0.3m), sea_water_ph_reported_on_total_scale (0.3m), sea_water_practical_salinity (0.3m), sea_water_temperature (0.3m)",,NANOOS.xlsx,,,
NANOOS,PSI-PCSGA Tokeland,,"PCSGA - Tokeland mooring, Willapa Bay",,46.715,-123.975,fixed shore platform,2012-03-01 00:00:00,Y,,N,PSI,nonprofit,PSI,PSI,"mass_concentration_of_chlorophyll_in_sea_water (0.3m), mass_concentration_of_oxygen_in_sea_water (0.3m), fractional_saturation_of_oxygen_in_sea_water (0.3m), sea_water_ph_reported_on_total_scale (0.3m), sea_water_practical_salinity (0.3m), sea_water_temperature (0.3m)",,NANOOS.xlsx,,,
NANOOS,PSI-PCSGA Totten,,"PCSGA - Totten Mooring, Totten Inlet",,47.1405,-123.0165,fixed shore platform,2022-03-01 00:00:00,Y,,N,PSI,nonprofit,PSI,PSI,"mass_concentration_of_chlorophyll_in_sea_water (0.3m), mass_concentration_of_oxygen_in_sea_water (0.3m), fractional_saturation_of_oxygen_in_sea_water (0.3m), sea_water_ph_reported_on_total_scale (0.3m), sea_water_practical_salinity (0.3m), sea_water_temperature (0.3m)",,NANOOS.xlsx,,,
NANOOS,Quileute Lander 40m,,Quileute Lander 40m,,47.7732,-124.6673,mooring,2021,Y,,N,Quileute Natural Resources,tribal,Quileute Natural Resources,Quileute Natural Resources,"mass_concentration_of_oxygen_in_sea_water (40m), sea_water_pressure (40m), sea_water_practical_salinity (40m), sea_water_temperature (40m)",,NANOOS.xlsx,,,
NANOOS,Quileute Lander 60m,,Quileute Lander 60m,,47.7242,-124.7024,mooring,2021,Y,,N,Quileute Natural Resources,tribal,Quileute Natural Resources,Quileute Natural Resources,"mass_concentration_of_oxygen_in_sea_water (65m), sea_water_pressure (65m), sea_water_practical_salinity (65m), sea_water_temperature (65m)",,NANOOS.xlsx,,,
NANOOS,Seattle Aquarium,,Seattle Aquarium Mooring - Elliott Bay,,47.608,-122.3438,fixed shore platform,2012-10-01 00:00:00,Y,,N,King County,gov_county,King County,King County,"air_temperature, surface_air_pressure, surface_downwelling_photosynthetic_radiative_flux_in_air, precipitation_accumulated, relative_humidity, wind_from_direction, wind_speed, mass_concentration_of_chlorophyll_in_sea_water (1m,10m), surface_partial_pressure_of_carbon_dioxide_in_sea_water (10m), mass_concentration_of_oxygen_in_sea_water (1m, 10m), fractional_saturation_of_oxygen_in_sea_water (1m, 10m), sea_water_ph_reported_on_total_scale (1m, 10m), sea_water_practical_salinity (1m, 10m), sea_water_turbidity (1m, 10m), sea_water_temperature (1m, 10m)",,NANOOS.xlsx,,,
NANOOS,STTI Port Susan,,"Port Susan buoy, Stillaguamish Tribe",,48.175,-122.42,moored buoy,2013-07-01 00:00:00,O,,N,Stillaguamish Tribe,tribal,Stillaguamish Tribe,Stillaguamish Tribe,"mass_concentration_of_chlorophyll_in_sea_water (1.2m), mass_concentration_of_oxygen_in_sea_water (1.2m), fractional_saturation_of_oxygen_in_sea_water (1.2m), sea_water_ph_reported_on_total_scale (1.2m), H1_RedoxPot (1.2m), sea_water_practical_salinity (1.2m), sea_water_turbidity (1.2m), sea_water_temperature (1.2m)",,NANOOS.xlsx,,,
NANOOS,Taylor-PCSGA Dabob,,"PCSGA - Taylor Shellfish Hatchery intakes, Dabob Bay",,47.8199,-122.8215,fixed shore platform,2012-03-01 00:00:00,Y,,N,Taylor Shellfish,Industry,Taylor Shellfish,Taylor Shellfish,"total_alkalinity (4.5m), surface_partial_pressure_of_carbon_dioxide_in_sea_water (4.5m), dissolved_inorganic_carbon (4.5m), Omega_aragonite (4.5m), fractional_saturation_of_oxygen_in_sea_water (4.5m), sea_water_ph_reported_on_total_scale (4.5m), sea_water_practical_salinity (4.5m), sea_water_temperature (4.5m)",,NANOOS.xlsx,,,
NANOOS,VIU Deep Bay MFS,,"VIU Deep Bay Marine Field Station, Baynes Sound",,49.46,-124.7368,fixed shore platform,2013-11-01 00:00:00,O,,N,Vancouver Island University (VIU)-CSR,academic,VIU-CSR,VIU-CSR,"mass_concentration_of_oxygen_in_sea_water (18m), fractional_saturation_of_oxygen_in_sea_water (18m), sea_water_ph_reported_on_total_scale (18m), sea_water_practical_salinity (18m), sea_water_temperature (18m)",,NANOOS.xlsx,,,
NANOOS,WCSH-PCSGA Whiskey Crk,,"PCSGA - Whiskey Creek Shellfish Hatchery, Netarts Bay",,45.4214,-123.9362,fixed shore platform,2012-03-01 00:00:00,Y,,N,Whiskey Creek Shellfish,industry,Whiskey Creek Shellfish,OSU,"total_alkalinity (4m), surface_partial_pressure_of_carbon_dioxide_in_sea_water (4m), dissolved_inorganic_carbon (4m), Omega_aragonite (4m), sea_water_ph_reported_on_total_scale (4m), sea_water_practical_salinity (4m), sea_water_temperature (4m)",,NANOOS.xlsx,,,
SECOORA,CAP2,41029,Capers Nearshore,"MSI G2000 Buoy, all chain mooring",32.806485,-79.628485,moored_buoy,2005-02-11 00:00:00,Y,SECOORA,Yf,UNCW,Academic,UNCW,UNCW,"air_pressure, air_temperature, relative_humidity, wind_speed, wind_gust, wind_from_direction, sea_water_practical_salinity (1 m), sea_water_temperature (1 m)",,SECOORA.xlsx,,,
SECOORA,CAP2Wave,41065,Capers Nearshore Wave,"Sofar Spotter Wave Buoy, poly line mooring, 175# anchor",32.80633,-79.626517,moored_buoy,2021-07-05 00:00:00,Y,SECOORA,Yf,UNCW,Academic,UNCW,UNCW,"sea_surface_wave_significant_height, wave_period_peak, wave period_mean, wave_direction_peak, wave_direction_mean, sea_surface_temperature",,SECOORA.xlsx,,,
SECOORA,CHR60,41066,Charleston 60 ,"MSI G2000 Buoy, all chain mooring",32.542234,-79.663947,moored_buoy,2022-03-17 00:00:00,Y,SECOORA,Yf,UNCW,Academic,UNCW,UNCW,"air_pressure, air_temperature, relative_humidity, wind_speed, wind_gust, wind_from_direction, sea_water_practical_salinity (1 m), sea_water_temperature (1 m)",VEMCO VR2W Acoustic Receiver deployed on mooring for ATN (FACT),SECOORA.xlsx,,,
SECOORA,CHR60WAVE,41076,Charleston 60 Wave,"Sofar Spotter Wave Buoy, poly line mooring, 175# anchor",32.541617,-79.669117,moored_buoy,2022-03-17 00:00:00,Y,SECOORA,Yf,UNCW,Academic,UNCW,UNCW,"sea_surface_wave_significant_height, wave_period_peak, wave period_mean, wave_direction_peak, wave_direction_mean, sea_surface_temperature",,SECOORA.xlsx,,,
SECOORA,FRP2,41033,Fripp Nearshore,"MSI G2000 Buoy, all chain mooring",32.274528,-80.396233,moored_buoy,2005-02-09 00:00:00,Y,SECOORA,Yf,UNCW,Academic,UNCW,UNCW,"air_pressure, air_temperature, relative_humidity, wind_speed, wind_gust, wind_from_direction, sea_water_practical_salinity (1 m), sea_water_temperature (1 m)",,SECOORA.xlsx,,,
SECOORA,FRP2WAVE,41067,Fripp Nearshore Wave,"Sofar Spotter Wave Buoy, poly line mooring, 175# anchor",32.273694,-80.401239,moored_buoy,2023-05-15 00:00:00,Y,SECOORA,Yf,UNCW,Academic,UNCW,UNCW,"sea_surface_wave_significant_height, wave_period_peak, wave period_mean, wave_direction_peak, wave_direction_mean, sea_surface_temperature",,SECOORA.xlsx,,,
SECOORA,ILM2,41038,Wrightsville Beach Nearshore,"MSI G2000 Buoy, all chain mooring",34.1416,-77.7197,moored_buoy,2005-06-07 00:00:00,Y,SECOORA,Yf,UNCW,Academic,UNCW,UNCW,"air_pressure, air_temperature, relative_humidity, wind_speed, wind_gust, wind_from_direction, sea_water_practical_salinity (1 m), sea_water_temperature (1 m)",VEMCO VR2W Acoustic Receiver deployed on mooring for ATN (FACT),SECOORA.xlsx,,,
SECOORA,ILM3,41037,Wrightsville Beach Offshore,"MSI G2000 Buoy, all chain mooring",33.9877,-77.3617,moored_buoy,2005-06-06 00:00:00,Y,SECOORA,Yf,UNCW,Academic,UNCW,UNCW,"air_pressure, air_temperature, relative_humidity, wind_speed, wind_gust, wind_from_direction, sea_water_practical_salinity (1 m), sea_water_temperature (1 m)",VEMCO VR2W Acoustic Receiver deployed on mooring for ATN (FACT),SECOORA.xlsx,,,
SECOORA,LEJ3,41064,Onslow Bay Outer ,"MSI G2000 Buoy, all chain mooring",34.209784,-76.947148,moored_buoy,2015-11-16 00:00:00,Y,SECOORA,Yf,UNCW,Academic,UNCW,UNCW,"air_pressure, air_temperature, relative_humidity, wind_speed, wind_gust, wind_from_direction, sea_water_practical_salinity (1 m), sea_water_temperature (1 m)",This mooring in conjunction with the LEJ3Wave buoy was deployed after station 41036 was removed from service.  VEMCO VR2W Acoustic Receiver deployed on mooring for ATN (FACT),SECOORA.xlsx,,,
SECOORA,LEJ3Wave,41159,Onslow Bay Outer (217),CDIP mooring,34.2083,-76.9458,wave_buoy,2015-08-01 00:00:00,Y,"SECOORA, USACE",Yp,UNCW/USACE/CDIP,Academic,UNCW,CDIP,"sea_surface_wave_significant_height, sea_surface_wave_period_at_variance_spectral_density_maximum,  sea_surface_wave_mean_period_from_variance_spectral_density_first_frequency_moment,  sea_surface_wave_from_direction, sea_surface_wave_zero_upcrossing_period, sea_surface_wave_variance_spectral_density, sea_surface_temperature",This mooring in conjuction with LEJ3 was deployed after station 41036 was removed from service. ,SECOORA.xlsx,,,
SECOORA,ILM2Wave,41110,Masonboro Inlet (150),CDIP mooring,34.1419,-77.715,wave_buoy,2008-08-01 00:00:00,Y,SECOORA,Yp,UNCW,Academic,UNCW,CDIP,"sea_surface_wave_significant_height, sea_surface_wave_period_at_variance_spectral_density_maximum,  sea_surface_wave_mean_period_from_variance_spectral_density_first_frequency_moment,  sea_surface_wave_from_direction, sea_surface_wave_zero_upcrossing_period, sea_surface_wave_variance_spectral_density, sea_surface_temperature",,SECOORA.xlsx,,,
SECOORA,SUN2,41024,Sunset Nearshore,"MSI G2000 Buoy, all chain mooring",33.8419,-78.4837,moored_buoy,2005-06-06 00:00:00,Y,SECOORA,Yf,UNCW,Academic,UNCW,UNCW,"air_pressure, air_temperature, relative_humidity, wind_speed, wind_gust, wind_from_direction, sea_water_practical_salinity (1 m), sea_water_temperature (1 m)",,SECOORA.xlsx,,,
SECOORA,SUN2 Wave,SSBN7,Sunset Nearshore Wave ,"Sofar Spotter Wave Buoy, poly line mooring, 175# anchor",33.83925,-78.491126,wave_buoy,2012-03-22 00:00:00,Y,SECOORA,Yf,UNCW,Academic,UNCW,UNCW,"sea_surface_wave_significant_height, wave_period_peak, wave period_mean, wave_direction_peak, wave_direction_mean, sea_surface_temperature",The currently deployed platform at SUN2WAVE is a Sofar Ocean Technologies Spotter wave buoy. This replaced the Nexsens buoy that had been breifly dpeloyed in 2019. The Sofar Spotter buoy was deployed 2/03/21. UNCW had updated the old SUN2Wave from an ADCP w/ NEMO to report waves and currents with the Nexsens Wave Buoy on 11/7/2019.  The NEMO was no longer being supported by Teledyne so a new solution for acquisition of wave data was implemented. This station was given a CMAN station number by NDBC in error. NDBC does not want to correct this error as there is a historical record with this station. ,SECOORA.xlsx,,,
SECOORA,OB27,,OB27,"Non-real time, bottom frame",33.9941,-77.3524,fixed,2000-04-15 00:00:00,Y,SECOORA,Yf,UNCW,Academic,UNCW,UNCW,"sea_water_to_direction (mult), eastward_sea_water_velocity (mult), northward_sea_water_velocity (mult), sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_significant_period, sea_water_temperature (10  m), sea_water_practical_salinity (29 m), sea_water_temperature (29 m)",Non real time bottom mount mooring. VEMCO VR2W Acoustic Receiver deployed on mooring for ATN (FACT),SECOORA.xlsx,,,
SECOORA,MSNB_N,MBNN7,Masonboro Island North,"Custom instrumment tower, 10' in height.",34.1712,-77.8234,fixed,2021-01-14 00:00:00,Y,UNCW/NSF,,UNCW,Academic,UNCW,UNCW,"air_pressure, air_temperature, relative_humidity, wind_speed, wind_gust, wind_from_direction, precipitation (6 min), precipitation (daily)",,SECOORA.xlsx,,,
SECOORA,MSNB_S,MBIN7,Masonboro Island South,"Custom instrumment tower, 10' in height.",34.0906,-77.8679,fixed,2020-12-17 00:00:00,Y,UNCW/NSF,,UNCW,Academic,UNCW,UNCW,"air_pressure, air_temperature, relative_humidity, wind_speed, wind_gust, wind_from_direction, precipitation (6 min), precipitation (daily)",,SECOORA.xlsx,,,
SECOORA,FTP,41068,Ft. Pierce ,"MSI G2000 Buoy, all chain mooring",27.597324,-80.191376,moored_buoy,2023-09-27 00:00:00,Y,SECOORA,Yf,UNCW,Academic,FAU,UNCW,"air_pressure, air_temperature, relative_humidity, wind_speed, wind_gust, wind_from_direction, sea_water_practical_salinity (1 m), sea_water_temperature (1 m)",,SECOORA.xlsx,,,
SECOORA,PNC,41069,Ponce De Leon,"MSI G2000 Buoy, all chain mooring",29.28527,-80.804057,moored_buoy,2023-09-27 00:00:00,Y,SECOORA,Yf,UNCW,Academic,FAU,UNCW,"air_pressure, air_temperature, relative_humidity, wind_speed, wind_gust, wind_from_direction, sea_water_practical_salinity (1 m), sea_water_temperature (1 m)",,SECOORA.xlsx,,,
SECOORA,PNCWAVE,41070,Ponce De Leon,"Sofar Spotter Wave Buoy, poly line mooring, 175# anchor",29.2843,-80.801117,moored_buoy,2023-09-27 00:00:00,Y,SECOORA,Yf,UNCW,Academic,FAU,UNCW,"sea_surface_wave_significant_height, wave_period_peak, wave period_mean, wave_direction_peak, wave_direction_mean, sea_surface_temperature",,SECOORA.xlsx,,,
SECOORA,C12,42022,WFS Central Buoy,50m isobath,27.505,-83.741,moored_buoy,1997-07-28 00:00:00,Y,SECOORA,Yf,USF,Academic,USF,USF,"air_pressure, air_temperature, relative_humidity, wind_speed, wind_gust, wind_from_direction, sea_water_practical_salinity (1 m, 20 m, 30 m), sea_water_temperature (1 m, 20 m, 30 m), downwelling_shortwave_flux_in_air, downwelling_longwave_flux_in_air, sea_water_speed (mult), sea_water_to_direction (mult), eastward_sea_water_velocity (mult), northward_sea_water_velocity (mult)","in water microcat CTDs (at 20m and 30 m) are internally recording and do not report in real time (this is for salinity, temperature, and conductivity)",SECOORA.xlsx,,,
